z0,z1,structure,branch,progress,theta,along,length,analytic_density,id,split
-13.92641299788243,-1.605288614167856,0,0,0.04368527887651884,-14.096061540159742,,,,87,query
-13.904444080265412,-1.663082133642737,0,0,0.04422494901457075,-14.078810713789593,,,,88,reference
-13.87146684157592,-1.6058764155807228,0,0,0.04473587329004728,-14.062523729736808,,,,89,reference
-13.853921498498694,-1.61820990026368,0,0,0.045091561932993234,-14.051210902885327,,,,90,query
-13.818466449075574,-1.7446931304299929,0,0,0.04589988642731621,-14.02557937788869,,,,91,reference
-13.79604514544672,-1.6575460663458723,0,0,0.046229758868986795,-14.01515002355577,,,,92,reference
-13.773119790073174,-1.5288222119307238,0,0,0.04658020349150955,-14.004089611338797,,,,93,reference
-13.740965137662354,-1.6305416718392973,0,0,0.047254335791951256,-13.982868964467732,,,,94,query
-13.72211836674167,-1.5465113841076985,0,0,0.0476144734438765,-13.971562213332742,,,,95,reference
-13.687200478605439,-1.5290879718210906,0,0,0.048322871898774676,-13.949381678827416,,,,96,reference
-13.670599708969869,-1.5981353180268318,0,0,0.04861291464503218,-13.940323034897027,,,,97,reference
-13.632900390657243,-1.667401491057501,0,0,0.049270352286673376,-13.919838585392295,,,,98,query
-13.62285568549089,-1.5383765009826706,0,0,0.04961228452409228,-13.909211206415149,,,,99,reference
-13.572038852360441,-1.7526840611000067,0,0,0.050261437718472905,-13.889084869835,,,,100,reference
-13.546793103735864,-1.6366411695120222,0,0,0.05092246709738976,-13.868656529918871,,,,101,query
-13.539972326692341,-1.5682959940785777,0,0,0.05119833147625572,-13.860150868769507,,,,102,reference
-13.524240505350335,-1.5081798980927394,0,0,0.05165722329657648,-13.846027368742092,,,,103,query
-13.475381238595029,-1.5861687681212313,0,0,0.052397703093850674,-13.823303756573804,,,,104,reference
-13.430001399041492,-1.7702616025757196,0,0,0.05268809706036149,-13.814414471476784,,,,105,reference
-13.4297964892867,-1.6277681139433275,0,0,0.05312362053997872,-13.801105925462988,,,,106,query
-13.40399684194706,-1.5719106508766127,0,0,0.05380330659329883,-13.780391889550172,,,,107,reference
-13.391991307930777,-1.54678675866843,0,0,0.054130191791925124,-13.770453712779556,,,,108,reference
-13.337781573652071,-1.6128920026791127,0,0,0.05486814191468776,-13.748074775306648,,,,109,reference
-13.318057042310404,-1.5868605408744045,0,0,0.05534430701500088,-13.73367609845125,,,,110,query
-13.267042679677495,-1.6803950709297357,0,0,0.055822822372277627,-13.719238821200122,,,,111,reference
-13.281565455660107,-1.5668586773959428,0,0,0.056111093874679004,-13.71055700698388,,,,112,reference
-13.26398575658098,-1.5404802293486928,0,0,0.05657288275420717,-13.69667374256605,,,,113,query
-13.174710416603888,-1.7125136801837366,0,0,0.05722587799181137,-13.677092848817892,,,,114,reference
-13.251483254892324,-1.4127630978961279,0,0,0.05756105845292609,-13.667065004242705,,,,115,query
-13.165893776816668,-1.5499561559427517,0,0,0.05829860896039914,-13.645053586414422,,,,116,reference
-13.103492997069017,-1.6700664240323286,0,0,0.05863678562552687,-13.634985927609005,,,,117,reference
-13.132861536785219,-1.475345867432516,0,0,0.05938623259767532,-13.612729842953652,,,,118,query
-13.068020131711997,-1.5624898891751293,0,0,0.05991949568217433,-13.596939735838664,,,,119,reference
-13.007867462654753,-1.6516705599101673,0,0,0.06030525482141785,-13.585540953618095,,,,120,query
-13.056779316286397,-1.4835108872626424,0,0,0.06068447215270369,-13.574354739979892,,,,121,reference
-12.986437104830532,-1.562914869848305,0,0,0.06128026165480656,-13.55681839160259,,,,122,reference
-12.999383616266975,-1.4651402328580228,0,0,0.06182436848063225,-13.540843926473398,,,,123,reference
-13.017937794109972,-1.384336270792153,0,0,0.06217966910821312,-13.53043344857426,,,,124,reference
-12.95421932120114,-1.436199869358483,0,0,0.06283900213389018,-13.511157952906483,,,,125,query
-12.965973965246686,-1.391702225945477,0,0,0.063030817078543,-13.505560779289793,,,,126,reference
-12.888333377675142,-1.4531609125272238,0,0,0.0637854369473119,-13.483586557207696,,,,127,query
-12.843072740181087,-1.5073874410284365,0,0,0.06402961458192315,-13.476491707978507,,,,128,reference
-12.777929832011676,-1.5352348737916905,0,0,0.06478291208061983,-13.45465122942235,,,,129,query
-12.774305074927598,-1.5030004948218767,0,0,0.06512534903259651,-13.444746435399596,,,,130,reference
-12.706466643109867,-1.5335026651879338,0,0,0.06585002050992651,-13.423833856038778,,,,131,reference
-12.7250250070336,-1.4859303993132313,0,0,0.06601917807262024,-13.418961665882787,,,,132,reference
-12.77185520421032,-1.3432780878412938,0,0,0.06672247602357168,-13.398742536333856,,,,133,reference
-12.825812048282842,-1.2146425257830245,0,0,0.06726419864188561,-13.383209767808735,,,,134,query
-12.612868159967169,-1.4826759638952283,0,0,0.06765716261680225,-13.371964641147168,,,,135,reference
-12.585340548671567,-1.4496748981463388,0,0,0.06836705123461331,-13.351697542785434,,,,136,query
-12.668005665697596,-1.2904999184076853,0,0,0.06889284215095345,-13.336725280891175,,,,137,reference
-12.550178284421104,-1.416572050149291,0,0,0.0691890942556897,-13.328303786473056,,,,138,query
-12.71152228641925,-1.1537117409787647,0,0,0.06987024893792848,-13.308980116540901,,,,139,reference
-12.609671541650554,-1.2651368473499898,0,0,0.07004094296966627,-13.30414625641974,,,,140,reference
-12.489515040155355,-1.3397274528235754,0,0,0.0708369202027973,-13.281650067726122,,,,141,reference
-12.524091144877042,-1.279939854858514,0,0,0.07106278983008947,-13.275279886018426,,,,142,reference
-12.54246622318097,-1.1996172448555953,0,0,0.07178469847824753,-13.25495947710759,,,,143,query
-12.506775591851504,-1.2094172648497679,0,0,0.0721497645274502,-13.244706331815733,,,,144,reference
-12.625536471492504,-1.0425500778378418,0,0,0.07268130163205239,-13.2298049260227,,,,145,reference
-12.380888379333246,-1.2396103916754864,0,0,0.07339959922912428,-13.20971867909587,,,,146,query
-12.458284394242785,-1.1382719670815782,0,0,0.07370278288027761,-13.201257999064078,,,,147,query
-12.511121678813014,-1.045547610732221,0,0,0.07426327134070647,-13.185644046519105,,,,148,reference
-12.512947862090586,-1.0042086094969407,0,0,0.07483121026499087,-13.16985822318022,,,,149,reference
-12.322876197509888,-1.1451529134186065,0,0,0.07529139611530265,-13.157093567136384,,,,150,query
-12.36670365288854,-1.077291560432519,0,0,0.07567273387237483,-13.146533659498175,,,,151,reference
-12.397754144666004,-1.0191971730518956,0,0,0.07610445440685298,-13.134597781540666,,,,152,reference
-12.32997892902521,-1.0220745166367653,0,0,0.07687793920228662,-13.113263786212263,,,,153,query
-12.204361876652106,-1.0950663815112611,0,0,0.07728532375434671,-13.102053452737797,,,,154,reference
-12.254310431178396,-1.01654712595694,0,0,0.07781448961024173,-13.087518580427814,,,,155,reference
-12.195010819728555,-1.0381345379793985,0,0,0.07815402102359523,-13.078208258306221,,,,156,query
-12.396140629750263,-0.8539897459466239,0,0,0.07862040090090405,-13.065439596016319,,,,157,reference
-12.381728351097841,-0.8271548775475596,0,0,0.07922246011121448,-13.048990288179727,,,,158,reference
-12.302026304598186,-0.8410886917274425,0,0,0.07990197824103171,-13.030470411113273,,,,159,query
-12.321675936786491,-0.8166257461880033,0,0,0.08007550515468699,-13.025748766919378,,,,160,reference
-12.294477830477605,-0.7963266792866491,0,0,0.08069879966393764,-13.008814804489925,,,,161,reference
-12.106954349514163,-0.882165828125701,0,0,0.0812568589840724,-12.993687252469032,,,,162,query
-12.259606388103435,-0.7467915814116585,0,0,0.08187167707811548,-12.977058129781842,,,,163,reference
-12.291066710768837,-0.707663432761966,0,0,0.08220550828925573,-12.968045085493845,,,,164,reference
-12.195841889156991,-0.7308098481255282,0,0,0.08276095100233372,-12.953073864194243,,,,165,reference
-12.313342753661844,-0.6452416401896549,0,0,0.08306207730231789,-12.944970437196538,,,,166,reference
-12.286795156014941,-0.6173396876312901,0,0,0.08382184101952359,-12.92456537938973,,,,167,query
-12.167576563397176,-0.651169470013576,0,0,0.08434171379783403,-12.910636315686434,,,,168,query
-12.251363943915159,-0.591152387490157,0,0,0.08462460855568855,-12.903067929461354,,,,169,reference
-12.202625862280398,-0.5748665565158229,0,0,0.08535040053871326,-12.883686693159174,,,,170,reference
-12.11048588018131,-0.5925699845660842,0,0,0.08581591689827137,-12.871282974804462,,,,171,reference
-12.072444996693685,-0.5812143487019651,0,0,0.08630837549892337,-12.858184400182905,,,,172,query
-11.946855593094892,-0.6046192541784343,0,0,0.0868522979748193,-12.843744331307283,,,,173,reference
-11.981297408866034,-0.5616453627212517,0,0,0.0873048509831518,-12.831751710662681,,,,174,query
-12.193052724109966,-0.44210506367622016,0,0,0.08784250626465157,-12.817529443590983,,,,175,reference
-12.115565774355119,-0.4518179991286442,0,0,0.08823890046530726,-12.807061555988316,,,,176,reference
-12.021136069072483,-0.46443191327901734,0,0,0.0886682379527301,-12.79574056095369,,,,177,reference
-11.973448671899346,-0.4523781628037666,0,0,0.08918274407420725,-12.782196767628658,,,,178,reference
-11.957166985797947,-0.42939559252992393,0,0,0.08967407551766146,-12.769286281979534,,,,179,query
-11.87522779177811,-0.4197174052799371,0,0,0.09031041037680594,-12.752599186402454,,,,180,reference
-11.950962023323193,-0.36500083529221494,0,0,0.09081631809041532,-12.739359265529119,,,,181,query
-11.884007709904877,-0.36396056341259314,0,0,0.0911943688465661,-12.729480905197589,,,,182,reference
-11.913828432830893,-0.3358226658252991,0,0,0.09151897766114794,-12.721009477749428,,,,183,reference
-11.977233752146278,-0.26951349684282144,0,0,0.09236487572633581,-12.698979162893778,,,,184,reference
-11.987586561195426,-0.24887422768927212,0,0,0.09268747230812838,-12.690594740245034,,,,185,query
-12.01286969513412,-0.20480917288120243,0,0,0.0933782884888812,-12.672671845493491,,,,186,query
-11.8596254182051,-0.22385936078198393,0,0,0.09370249464139273,-12.664275309694167,,,,187,reference
-11.848131407942217,-0.20194184706667556,0,0,0.09412750483097439,-12.653282360820315,,,,188,reference
-11.973993317529477,-0.1462863195901884,0,0,0.09462925609634602,-12.640325265689434,,,,189,reference
-12.077688218275297,-0.0982561384338676,0,0,0.0951387472004515,-12.627191201846518,,,,190,reference
-12.049989694596256,-0.07250595088993345,0,0,0.09574497976454921,-12.61159316157415,,,,191,query
-11.807212192189604,-0.09818788224389803,0,0,0.09606419855169682,-12.603392828963377,,,,192,query
-11.756867766447423,-0.06996050471020078,0,0,0.09669086192736182,-12.587320566972815,,,,193,reference
-12.099986670064903,0.006644241393728434,0,0,0.0971535563655542,-12.575475627447899,,,,194,reference
-12.06133561011086,0.03653755645637023,0,0,0.0978576641326404,-12.557486092544272,,,,195,reference
-11.867792134993357,0.040873888356463425,0,0,0.0983755509369945,-12.544281634004882,,,,196,query
-11.81327448266584,0.05868618424921883,0,0,0.09879843809814712,-12.533516393975502,,,,197,reference
-11.743170130732478,0.0694333151837289,0,0,0.0991041654423597,-12.525743133238505,,,,198,reference
-12.017136374779497,0.11740644081021442,0,0,0.09954625551903053,-12.514516825171153,,,,199,reference
-11.757137491352237,0.12516879086615834,0,0,0.10004728856031667,-12.501813720291803,,,,200,query
-12.065842807765804,0.18342506167629286,0,0,0.10079748046938675,-12.482832959757543,,,,201,reference
-11.767966284968205,0.1996189836086218,0,0,0.10133566563248537,-12.469245214131526,,,,202,query
-12.045206570968135,0.21871486357706427,0,0,0.10152331515282904,-12.464513228949102,,,,203,reference
-11.96965025409621,0.26044202800564564,0,0,0.10237136844999747,-12.443164100858514,,,,204,query
-11.89489398241697,0.27193808848005824,0,0,0.10259689661478898,-12.43749657315061,,,,205,reference
-11.901902979080925,0.2939911013723715,0,0,0.10300789349880031,-12.42717894411223,,,,206,reference
-11.895058435207789,0.32225822193567166,0,0,0.10353235140691935,-12.414033050355629,,,,207,query
-11.8291490640159,0.3573704052814514,0,0,0.10413980783267601,-12.39883470326727,,,,208,reference
-11.850032037122867,0.3804725420924813,0,0,0.10457354430143305,-12.388001040596672,,,,209,reference
-12.047503436074376,0.39913022304846146,0,0,0.10513410869728317,-12.374021966041346,,,,210,reference
-11.884320008581495,0.4444968778735383,0,0,0.10578329083676025,-12.357864432885732,,,,211,query
-11.891771918923391,0.47632578549972754,0,0,0.10638060762626404,-12.343027421073787,,,,212,reference
-12.058790137415944,0.4782909410141252,0,0,0.10673170272491767,-12.334319606571077,,,,213,reference
-11.937560191657159,0.5217919848833902,0,0,0.1073140614880449,-12.319897448465854,,,,214,query
-11.780762285240968,0.5693689935828622,0,0,0.10782115857541738,-12.307360829510086,,,,215,reference
-12.064230852788913,0.5479605867114762,0,0,0.10812929392006317,-12.299752821250028,,,,216,reference
-11.834783046805553,0.6118186049227932,0,0,0.10869864464395201,-12.285714713496038,,,,217,query
-11.83067420668526,0.6489405366599691,0,0,0.10934086859696368,-12.269909940754001,,,,218,reference
-11.797625826769083,0.6818597856610069,0,0,0.10981250785108533,-12.25832339276299,,,,219,reference
-12.080768612741066,0.6497019451297609,0,0,0.11019022401093029,-12.249056508421832,,,,220,query
-12.04436548070889,0.6772495095579049,0,0,0.1105863007240192,-12.23935086913915,,,,221,reference
-11.98017428943498,0.7222810840479099,0,0,0.1111817631174317,-12.224781844298123,,,,222,reference
-11.917036812088718,0.7709912577676379,0,0,0.11180801249174707,-12.20948850792224,,,,223,query
-12.09863395100137,0.7524510627428553,0,0,0.11227015116983481,-12.198221772295875,,,,224,reference
-12.040464515235097,0.7953547022835367,0,0,0.11280678908196293,-12.18515885106234,,,,225,reference
-11.945490073655328,0.835139343956527,0,0,0.11307658034164086,-12.178599668302466,,,,226,reference
-12.01159584142584,0.8483250822023668,0,0,0.1136397126365962,-12.164926184207651,,,,227,query
-11.826310788281285,0.9375498774581272,0,0,0.11425655557683596,-12.149975467181427,,,,228,query
-12.131028229282432,0.8751422222968641,0,0,0.1147979601220544,-12.13687626056809,,,,229,reference
-11.903578008907266,0.9613047646772461,0,0,0.11505420955064283,-12.130683830692503,,,,230,reference
-11.876708317043041,1.0200976673236717,0,0,0.11588936704382864,-12.1105349524994,,,,231,reference
-11.90429883575877,1.022303613569392,0,0,0.11608386650983533,-12.105849762741078,,,,232,reference
-12.099278268685193,0.9912412546622403,0,0,0.11675148749266433,-12.089788608406936,,,,233,query
-12.124529060555622,0.9982016462799486,0,0,0.11704752784464195,-12.082676952095293,,,,234,reference
-12.180353483824028,1.0132664213428213,0,0,0.11771755869675479,-12.06660427066231,,,,235,reference
-12.15321730451731,1.0561997088937571,0,0,0.11830366627090685,-12.052571000402686,,,,236,query
-12.177417440753523,1.0574819194384129,0,0,0.1185077697122163,-12.047689846541818,,,,237,reference
-11.923936028474253,1.2013058945794197,0,0,0.11912509040669123,-12.032944497312316,,,,238,query
-12.14627086867506,1.1393736744582814,0,0,0.11972775474338343,-12.018575127688072,,,,239,reference
-12.03241423357102,1.2203207233947886,0,0,0.12021520727087885,-12.0069713844735,,,,240,reference
-12.119027697341936,1.2116209129412945,0,0,0.12074917477813649,-11.99427938228953,,,,241,reference
-12.198216041905377,1.2035342785684187,0,0,0.12127071579640038,-11.98190186407739,,,,242,query
-12.007847335962714,1.3348811766787225,0,0,0.12184903969059939,-11.96819872384219,,,,243,reference
-12.106035281388763,1.3075876374385988,0,0,0.12222361151174559,-11.959335686027222,,,,244,query
-12.277646333226594,1.2448019793350498,0,0,0.12270126370253,-11.948047532827466,,,,245,reference
-12.197787110846185,1.3260958234497011,0,0,0.12333429759565726,-11.933111302375949,,,,246,query
-12.137246478287134,1.3842534885616722,0,0,0.12371947269469522,-11.92403654598574,,,,247,reference
-12.241367199289439,1.342354343014731,0,0,0.12401062205888752,-11.917183709167968,,,,248,reference
-12.070823649912358,1.4835876056938355,0,0,0.12464414893398741,-11.902292025588212,,,,249,reference
-12.269126011606152,1.3991899890545065,0,0,0.1252110552120381,-11.888989179200953,,,,250,reference
-12.343829692555651,1.3779674732132363,0,0,0.12563036085525364,-11.87916370629672,,,,251,query
-12.266948291184903,1.4608818869867448,0,0,0.1261718478086581,-11.866492508906443,,,,252,query
-12.180532873479889,1.5632682055867688,0,0,0.12685598638881126,-11.85051093560864,,,,253,reference
-12.213180444371774,1.5571470331534736,0,0,0.12709267720530798,-11.844988995815571,,,,254,reference
-12.380202871876026,1.4798668491247347,0,0,0.1276835644167905,-11.831219804311564,,,,255,query
-12.36202455193105,1.5354365331191009,0,0,0.12834932983089636,-11.815733129920348,,,,256,reference
-12.229097425501731,1.644125884590014,0,0,0.12852061203147097,-11.811753527733048,,,,257,reference
-12.270543849646236,1.6689763144909187,0,0,0.12931404284899736,-11.793343640605224,,,,258,query
-12.505299483568702,1.5077796154391612,0,0,0.12960141297862673,-11.786685863389712,,,,259,reference
-12.43028450356288,1.5942599948517264,0,0,0.1300332781932562,-11.776690429601171,,,,260,reference
-12.403137838201198,1.6510706152539811,0,0,0.13055261221525355,-11.764686395286052,,,,261,reference
-12.520536891444424,1.5986880380030715,0,0,0.13120912430624412,-11.749536243036857,,,,262,reference
-12.316398671756023,1.8057043646509936,0,0,0.13169687262761703,-11.738298350941212,,,,263,query
-12.52302804090548,1.6546005751746278,0,0,0.13207580922540788,-11.729577916689207,,,,264,reference
-12.532558987140039,1.6856850434260557,0,0,0.1326506971812293,-11.716365363956815,,,,265,reference
-12.387378188497351,1.840898378323129,0,0,0.1329845626038351,-11.708701725640864,,,,266,query
-12.638978690611935,1.6646061771477476,0,0,0.13376632847194445,-11.690784140789043,,,,267,reference
-12.42672141496652,1.8943664776672953,0,0,0.13414772700339905,-11.682056546113134,,,,268,reference
-12.60953958247598,1.7543504218932835,0,0,0.13464322742557217,-11.670731418306799,,,,269,query
-12.523046883878564,1.8807494089861039,0,0,0.13518236976049716,-11.658426048611393,,,,270,reference
-12.524475410814107,1.9329875379074417,0,0,0.13586059295837324,-11.642971694201341,,,,271,reference
-12.605623553968798,1.881357366392058,0,0,0.13628261294290206,-11.633369540033573,,,,272,query
-12.708926141862658,1.8052003401885555,0,0,0.13673225900911926,-11.623150765711097,,,,273,reference
-12.531637046424708,2.024280898393516,0,0,0.13705795631993348,-11.615756559177544,,,,274,query
-12.613748382742013,1.9967497497700846,0,0,0.13781788437687487,-11.598529119751023,,,,275,reference
-12.784138303200283,1.8424495830317387,0,0,0.1383356855427046,-11.58681059894816,,,,276,reference
-12.75112320096578,1.910427027616666,0,0,0.13870650150338665,-11.578428436590919,,,,277,reference
-12.819751952503687,1.8667283032413633,0,0,0.13919020254278805,-11.56750690713513,,,,278,query
-12.752237189110069,1.9732532579191038,0,0,0.13948731708374928,-11.560805248137436,,,,279,reference
-12.725639765765527,2.052783830820849,0,0,0.14002723138720988,-11.548640470145862,,,,280,reference
-12.704187510573096,2.124379029248611,0,0,0.14051872734246554,-11.537581612666978,,,,281,query
-12.711443435056319,2.169938009060778,0,0,0.14110816218963002,-11.524337874424809,,,,282,reference
-12.82092120998999,2.074847937225303,0,0,0.14166741461419802,-11.511791150035412,,,,283,reference
-12.780331555509164,2.177196210602402,0,0,0.14216271809952546,-11.5006943764035,,,,284,query
-12.921558961316107,2.0162268266117342,0,0,0.1425690940781024,-11.491600604028584,,,,285,query
-12.828794605578615,2.1947175423028815,0,0,0.14304854769220168,-11.480883844114272,,,,286,reference
-12.979932669475392,2.0361782217974236,0,0,0.1437283170281968,-11.465712394734295,,,,287,reference
-12.986158047777995,2.0619274512833243,0,0,0.14410580488019326,-11.457298911497952,,,,288,reference
