reference_index,celltype,tech,x,y
442,alpha,celseq,15.968727,7.3092527
443,alpha,celseq,16.098997,7.0595555
444,alpha,celseq,15.802742,6.639642
445,alpha,celseq,16.09617,7.053119
446,alpha,celseq,15.909013,7.325643
447,alpha,celseq,15.634403,7.1297135
448,alpha,celseq,15.978194,6.839203
449,alpha,celseq,16.427895,6.832339
450,alpha,celseq,15.873693,6.71236
451,alpha,celseq,15.78552,6.6863246
452,alpha,celseq,16.013714,7.030226
453,alpha,celseq,15.604432,6.9780393
454,alpha,celseq,15.955429,6.9851003
455,alpha,celseq,16.149405,7.8765187
456,alpha,celseq,16.015203,7.582649
457,alpha,celseq,16.286888,7.577364
458,alpha,celseq,15.937982,7.1347623
459,alpha,celseq,16.094439,7.3340054
460,alpha,celseq,16.064266,7.2678003
461,alpha,celseq,15.742226,7.3278494
462,alpha,celseq,15.88054,6.784069
463,alpha,celseq,16.032166,6.592612
464,alpha,celseq,16.111994,6.650024
465,alpha,celseq,15.808842,7.6914277
466,alpha,celseq,15.9644165,6.703279
467,alpha,celseq,15.043521,7.922438
468,alpha,celseq,16.23096,6.8142076
469,alpha,celseq,16.19336,7.130282
470,alpha,celseq,16.205708,6.945015
471,alpha,celseq,16.106607,7.4764366
472,alpha,celseq,16.012547,7.1264987
473,alpha,celseq,16.07863,7.3331065
474,alpha,celseq,16.126808,6.829835
475,alpha,celseq,16.316856,6.775934
476,alpha,fluidigmc1,15.342233,7.1780624
477,alpha,fluidigmc1,15.186992,6.789627
478,alpha,fluidigmc1,14.883349,7.999853
479,alpha,fluidigmc1,13.978071,9.115968
480,alpha,fluidigmc1,15.240289,6.2457967
481,alpha,fluidigmc1,15.518507,6.911894
482,alpha,fluidigmc1,16.040537,8.052873
483,alpha,fluidigmc1,15.084332,8.703862
484,alpha,fluidigmc1,16.300995,7.4411345
485,alpha,fluidigmc1,15.754875,7.110778
486,alpha,fluidigmc1,15.320959,6.367827
487,alpha,fluidigmc1,14.746734,8.017054
488,alpha,fluidigmc1,15.584191,7.931204
489,alpha,fluidigmc1,15.45575,6.8824525
490,alpha,fluidigmc1,14.7771015,7.286699
491,alpha,fluidigmc1,15.442227,8.025818
492,alpha,fluidigmc1,14.553156,7.319262
493,alpha,fluidigmc1,11.989702,-0.11321965
494,alpha,fluidigmc1,14.758122,8.825888
495,alpha,fluidigmc1,14.639366,8.039456
496,alpha,fluidigmc1,15.893492,7.8903832
497,alpha,fluidigmc1,14.204284,7.2431483
498,alpha,fluidigmc1,15.01836,7.5217643
499,alpha,fluidigmc1,15.696446,6.360359
500,alpha,fluidigmc1,14.945952,7.0660396
501,alpha,fluidigmc1,15.150593,8.120842
502,alpha,fluidigmc1,15.105124,6.6725616
503,alpha,fluidigmc1,15.227035,8.080408
504,alpha,fluidigmc1,5.456622,13.989213
505,alpha,fluidigmc1,15.364254,6.354945
506,alpha,fluidigmc1,15.480446,6.418026
507,alpha,fluidigmc1,16.065088,8.383549
508,alpha,fluidigmc1,15.985049,8.391551
509,alpha,fluidigmc1,15.391833,7.771425
510,alpha,fluidigmc1,15.923969,7.089421
511,alpha,fluidigmc1,14.170921,8.398894
512,alpha,fluidigmc1,15.742707,8.279455
513,alpha,fluidigmc1,15.363553,7.962132
514,alpha,fluidigmc1,16.303112,7.0370107
515,alpha,fluidigmc1,15.778907,6.6843843
516,alpha,fluidigmc1,14.206131,9.343948
517,alpha,fluidigmc1,15.028721,7.1911263
518,alpha,fluidigmc1,14.716769,7.606789
519,alpha,fluidigmc1,15.02227,8.399281
520,alpha,fluidigmc1,13.81423,7.925245
521,alpha,fluidigmc1,16.104074,7.7184677
522,alpha,fluidigmc1,14.931373,7.548764
523,alpha,fluidigmc1,16.112194,7.2398596
524,alpha,fluidigmc1,15.6148615,7.0381966
525,alpha,fluidigmc1,14.789793,6.5916624
526,alpha,fluidigmc1,15.204705,7.4631543
527,alpha,fluidigmc1,14.744352,8.068548
528,alpha,fluidigmc1,15.204872,7.616735
529,alpha,fluidigmc1,14.180094,8.410854
530,alpha,fluidigmc1,15.073005,6.5855837
531,alpha,fluidigmc1,15.645665,8.261126
532,alpha,fluidigmc1,16.138332,8.382357
533,alpha,fluidigmc1,16.255686,7.396867
534,alpha,fluidigmc1,15.992429,6.3676305
535,alpha,fluidigmc1,15.657421,7.844914
536,alpha,fluidigmc1,15.323755,7.517787
537,alpha,fluidigmc1,15.436849,6.2055874
538,alpha,fluidigmc1,15.4061165,6.9839754
539,alpha,fluidigmc1,14.69545,7.3292923
540,alpha,fluidigmc1,14.206482,8.46634
541,alpha,fluidigmc1,14.245751,8.908391
542,alpha,fluidigmc1,16.380398,8.70365
543,alpha,fluidigmc1,14.44501,9.079035
544,alpha,fluidigmc1,15.88593,9.05199
545,alpha,fluidigmc1,15.534887,9.023863
546,alpha,fluidigmc1,14.57061,8.84022
547,alpha,fluidigmc1,15.676031,7.7522345
548,alpha,fluidigmc1,15.586038,8.690118
549,alpha,fluidigmc1,16.11099,8.434138
550,alpha,fluidigmc1,16.02778,7.046742
551,alpha,fluidigmc1,16.325676,8.192968
552,alpha,fluidigmc1,15.310513,7.239223
553,alpha,fluidigmc1,15.081615,7.376905
554,alpha,fluidigmc1,16.180906,8.053551
555,alpha,fluidigmc1,16.114286,7.889025
556,alpha,fluidigmc1,16.30101,8.406382
557,alpha,fluidigmc1,16.113642,8.444469
558,alpha,fluidigmc1,15.255841,8.765466
559,alpha,fluidigmc1,16.314287,8.421875
560,alpha,fluidigmc1,15.898128,8.332346
561,alpha,fluidigmc1,16.336937,7.6354947
562,alpha,fluidigmc1,16.311634,8.43763
563,alpha,fluidigmc1,16.02427,7.509265
564,alpha,fluidigmc1,15.054455,8.581256
565,alpha,fluidigmc1,15.917515,7.910259
566,alpha,fluidigmc1,15.895554,8.378928
567,alpha,fluidigmc1,14.449139,7.605442
568,alpha,fluidigmc1,16.263697,7.7016745
569,alpha,fluidigmc1,14.31659,9.179673
570,alpha,fluidigmc1,16.427801,8.108102
571,alpha,fluidigmc1,15.256848,8.369271
572,alpha,fluidigmc1,16.19232,8.571731
573,alpha,fluidigmc1,15.198738,7.7268143
574,alpha,fluidigmc1,15.277857,6.8195753
575,alpha,fluidigmc1,15.488494,7.112137
576,alpha,fluidigmc1,16.108002,8.155825
577,alpha,fluidigmc1,14.8078,7.1119986
578,alpha,fluidigmc1,16.038887,8.08662
579,alpha,fluidigmc1,14.365269,8.1213255
580,alpha,fluidigmc1,14.41255,7.972719
581,alpha,fluidigmc1,5.6296487,13.22461
582,alpha,fluidigmc1,15.57283,6.570116
583,alpha,fluidigmc1,15.770965,8.315449
584,alpha,fluidigmc1,15.168444,7.5758343
585,alpha,fluidigmc1,15.577437,8.376534
586,alpha,fluidigmc1,14.754921,8.690881
587,alpha,fluidigmc1,15.778297,7.1415234
588,alpha,fluidigmc1,16.194319,8.228076
589,alpha,fluidigmc1,16.534885,8.619825
590,alpha,fluidigmc1,15.730517,8.035798
591,alpha,fluidigmc1,14.540368,8.343922
592,alpha,fluidigmc1,16.258335,8.278471
593,alpha,fluidigmc1,16.043833,7.0044837
594,alpha,fluidigmc1,16.552916,8.709672
595,alpha,fluidigmc1,15.692633,8.692497
596,alpha,fluidigmc1,16.342976,8.74742
597,alpha,fluidigmc1,14.474179,8.97764
598,alpha,fluidigmc1,15.768576,7.9402976
599,alpha,fluidigmc1,16.393805,8.473732
600,alpha,fluidigmc1,16.512691,8.586929
601,alpha,fluidigmc1,16.174864,7.9319696
602,alpha,fluidigmc1,15.401189,8.478912
603,alpha,fluidigmc1,15.162868,8.158325
604,alpha,fluidigmc1,15.211046,8.232403
605,alpha,fluidigmc1,15.644397,8.361154
606,alpha,fluidigmc1,15.840543,8.403764
607,alpha,fluidigmc1,16.228422,8.291226
608,alpha,fluidigmc1,14.957909,6.862812
609,alpha,fluidigmc1,15.37664,7.358127
610,alpha,fluidigmc1,15.065333,8.789969
611,alpha,fluidigmc1,15.799542,7.672871
612,alpha,fluidigmc1,15.116949,6.955798
613,alpha,fluidigmc1,16.217373,7.8578014
614,alpha,fluidigmc1,13.665867,7.387257
615,alpha,fluidigmc1,16.260899,7.9571233
616,alpha,fluidigmc1,15.605189,8.276416
617,alpha,fluidigmc1,14.8731,6.9494805
618,alpha,fluidigmc1,15.514154,6.858083
619,alpha,fluidigmc1,14.323814,7.359292
620,alpha,fluidigmc1,14.209397,8.616822
621,alpha,fluidigmc1,15.704682,6.886054
622,alpha,fluidigmc1,-2.661703,9.807979
623,alpha,fluidigmc1,15.590828,7.1954217
624,alpha,fluidigmc1,15.954237,8.179099
625,alpha,fluidigmc1,14.825912,9.101784
626,alpha,fluidigmc1,15.610142,8.461954
627,alpha,fluidigmc1,15.349424,7.491982
628,alpha,fluidigmc1,15.042908,8.525012
629,alpha,fluidigmc1,14.373584,8.857513
630,alpha,fluidigmc1,14.654013,6.4928613
631,alpha,fluidigmc1,15.040103,6.7263985
