query_index,celltype,tech,x,y,recall_at_5,recall_at_15
162,gamma,smartseq2,-5.430498,-0.026057243,0.0,0.0666666666666666
163,gamma,smartseq2,-5.649264,0.089846745,0.0,0.2
164,gamma,smartseq2,-5.4677997,0.21776785,0.2,0.2
165,gamma,smartseq2,-5.5204816,0.14169514,0.2,0.2
166,gamma,smartseq2,-5.532266,-0.0019334162,0.2,0.1333333333333333
167,gamma,smartseq2,-5.319932,-0.25610572,0.4,0.4666666666666667
168,gamma,smartseq2,-5.348947,0.04109532,0.0,0.2
169,gamma,smartseq2,-5.406148,-0.05017684,0.0,0.1333333333333333
170,gamma,smartseq2,-5.358035,0.076291926,0.0,0.1333333333333333
171,gamma,smartseq2,-5.5296936,0.10502064,0.2,0.1333333333333333
172,gamma,smartseq2,-5.5274467,0.042454574,0.0,0.1333333333333333
173,gamma,smartseq2,-5.6389356,0.00082553993,0.0,0.1333333333333333
174,gamma,smartseq2,-5.5548124,0.05296151,0.0,0.0
175,gamma,smartseq2,-5.641481,0.24743846,0.2,0.0666666666666666
176,gamma,smartseq2,-5.587391,0.047795612,0.0,0.0666666666666666
177,gamma,smartseq2,-5.6229,-0.071242824,0.0,0.0666666666666666
178,gamma,smartseq2,-5.656467,0.070209906,0.4,0.2666666666666666
179,gamma,smartseq2,-5.3884726,-0.062839314,0.2,0.1333333333333333
180,gamma,smartseq2,-5.461127,-0.009259798,0.0,0.0666666666666666
181,gamma,smartseq2,-5.4802036,0.027067924,0.0,0.0666666666666666
182,gamma,smartseq2,-5.513571,0.13849562,0.2,0.2666666666666666
183,gamma,smartseq2,-5.38871,0.12733416,0.0,0.2
184,gamma,smartseq2,-5.671717,0.021931637,0.0,0.1333333333333333
185,gamma,smartseq2,-5.69261,0.004890338,0.0,0.2
186,gamma,smartseq2,-5.6312623,0.03131847,0.0,0.2
187,gamma,smartseq2,-5.4390655,-0.13786152,0.0,0.0
188,gamma,smartseq2,-5.6499,0.20376377,0.0,0.0666666666666666
189,gamma,smartseq2,-4.349942,4.3206043,0.0,0.0666666666666666
190,gamma,smartseq2,-5.520381,0.13888863,0.2,0.2666666666666666
191,gamma,smartseq2,-5.6499567,0.076019056,0.2,0.1333333333333333
192,gamma,smartseq2,-5.411078,-0.04185184,0.0,0.0666666666666666
193,gamma,smartseq2,-5.692504,0.07347498,0.4,0.3333333333333333
194,gamma,smartseq2,-5.518224,0.018254282,0.2,0.2
195,gamma,smartseq2,-5.475919,0.04861706,0.0,0.1333333333333333
196,gamma,smartseq2,-5.5465074,0.035827093,0.0,0.0
197,gamma,smartseq2,-5.4770155,0.21114509,0.2,0.2
198,gamma,smartseq2,-5.5764875,-0.017007392,0.0,0.1333333333333333
199,gamma,smartseq2,-5.803519,8.809136,0.0,0.0
200,gamma,smartseq2,-5.5689826,0.009293001,0.0,0.0
201,gamma,smartseq2,-5.4999433,0.071728975,0.0,0.1333333333333333
202,gamma,smartseq2,-5.6876135,0.14873867,0.0,0.0666666666666666
203,gamma,smartseq2,-5.5915265,0.022769142,0.0,0.0666666666666666
204,gamma,smartseq2,-5.5051603,0.040219944,0.2,0.2
205,gamma,smartseq2,-5.6169524,-0.069885276,0.0,0.1333333333333333
206,gamma,smartseq2,-5.663793,0.052938536,0.0,0.2
207,gamma,smartseq2,-5.940217,0.053225376,0.2,0.2
208,gamma,smartseq2,-5.758624,-0.00991833,0.0,0.0
209,gamma,smartseq2,-5.7474747,0.20863189,0.0,0.0666666666666666
210,gamma,smartseq2,-5.6310854,0.2607722,0.0,0.1333333333333333
211,gamma,smartseq2,-5.672511,0.07987125,0.2,0.0666666666666666
212,gamma,smartseq2,-5.698491,0.083885275,0.0,0.0666666666666666
213,gamma,smartseq2,-5.7146387,0.29128948,0.0,0.2666666666666666
214,gamma,smartseq2,-5.6549335,0.06942767,0.2,0.1333333333333333
215,gamma,smartseq2,-5.42457,-0.13864242,0.2,0.1333333333333333
216,gamma,smartseq2,-5.658387,-0.018824166,0.0,0.0666666666666666
217,gamma,smartseq2,-5.880593,-0.05128992,0.0,0.2
218,gamma,smartseq2,-5.5588574,0.19734883,0.0,0.2
219,gamma,smartseq2,-5.385885,-0.17469582,0.0,0.1333333333333333
220,gamma,smartseq2,-5.548437,0.13379902,0.2,0.1333333333333333
221,gamma,smartseq2,-5.6415505,0.09452148,0.0,0.1333333333333333
222,gamma,smartseq2,-5.5715656,0.15635921,0.0,0.0666666666666666
223,gamma,smartseq2,-5.9411063,0.0109543605,0.2,0.2
224,gamma,smartseq2,-5.56655,0.16561773,0.0,0.0666666666666666
225,gamma,smartseq2,-5.8952646,0.043960936,0.2,0.3333333333333333
226,gamma,smartseq2,-5.9556603,-0.087907724,0.0,0.2
227,gamma,smartseq2,-5.5209036,0.06735049,0.0,0.2
228,gamma,smartseq2,-5.9195642,0.021747587,0.0,0.0666666666666666
229,gamma,smartseq2,-5.7194366,-0.02657948,0.2,0.2
230,gamma,smartseq2,-5.5969744,-0.043902896,0.0,0.0666666666666666
231,gamma,smartseq2,-5.6812572,0.2880528,0.2,0.2
232,gamma,smartseq2,-5.7122765,0.20973887,0.0,0.2
233,gamma,smartseq2,-5.479226,0.1843374,0.4,0.1333333333333333
234,gamma,smartseq2,-5.4556613,0.24950966,0.0,0.2
235,gamma,smartseq2,-5.586858,0.23679206,0.4,0.2
236,gamma,smartseq2,-5.612538,0.08284521,0.0,0.0666666666666666
237,gamma,smartseq2,-5.9264417,-0.073099844,0.4,0.2666666666666666
238,gamma,smartseq2,-5.5552855,0.11973904,0.0,0.1333333333333333
239,gamma,smartseq2,-5.4588842,0.08298362,0.0,0.2
240,gamma,smartseq2,-5.6326404,0.01787734,0.0,0.0666666666666666
241,gamma,smartseq2,-5.5199237,0.15667965,0.0,0.1333333333333333
242,gamma,smartseq2,-5.6445055,0.010931671,0.0,0.0666666666666666
243,gamma,smartseq2,-5.428392,0.25696805,0.0,0.0666666666666666
244,gamma,smartseq2,-5.447278,0.09074335,0.0,0.1333333333333333
245,gamma,smartseq2,-5.5026097,0.08428736,0.0,0.0666666666666666
246,gamma,smartseq2,-5.539609,0.027722832,0.0,0.1333333333333333
247,gamma,smartseq2,-5.4937196,0.08175537,0.0,0.0666666666666666
248,gamma,smartseq2,-5.4926534,0.09377285,0.2,0.0666666666666666
249,gamma,smartseq2,-5.4280653,0.03218731,0.0,0.0
250,gamma,smartseq2,-5.5638056,0.10122881,0.2,0.1333333333333333
251,gamma,smartseq2,-5.696687,0.28926465,0.0,0.2
252,gamma,smartseq2,-5.420317,0.05963639,0.0,0.0
253,gamma,smartseq2,-5.5931444,0.1664939,0.2,0.0666666666666666
254,gamma,smartseq2,-5.562438,0.15048179,0.0,0.1333333333333333
255,gamma,smartseq2,-5.708592,0.10209613,0.0,0.0666666666666666
256,gamma,smartseq2,-5.734411,0.16602637,0.0,0.0666666666666666
257,gamma,smartseq2,-5.439495,0.078694105,0.0,0.0666666666666666
258,gamma,smartseq2,-5.4681673,0.046325974,0.0,0.1333333333333333
259,gamma,smartseq2,-5.653618,0.16463186,0.0,0.0666666666666666
260,gamma,smartseq2,-5.5662756,0.017899362,0.0,0.0666666666666666
261,gamma,smartseq2,-5.4507165,-0.055957735,0.0,0.1333333333333333
262,gamma,smartseq2,-5.6065516,0.284949,0.2,0.2
263,gamma,smartseq2,-5.521326,0.17012784,0.2,0.2
264,gamma,smartseq2,-5.5270905,0.037879966,0.0,0.2
265,gamma,smartseq2,-5.4841275,0.21006109,0.2,0.2666666666666666
266,gamma,smartseq2,-5.5321546,0.24212414,0.0,0.0666666666666666
267,gamma,smartseq2,-5.531158,0.3263988,0.0,0.0666666666666666
268,gamma,smartseq2,-5.0808706,9.036985,0.0,0.0
269,gamma,smartseq2,-5.525754,0.33582115,0.0,0.2
270,gamma,smartseq2,-5.5045123,0.20520188,0.0,0.2
271,gamma,smartseq2,-5.489378,0.20269015,0.0,0.2
272,gamma,smartseq2,-5.474951,0.20404577,0.2,0.2666666666666666
273,gamma,smartseq2,-5.6489577,0.31479543,0.2,0.1333333333333333
274,gamma,smartseq2,-5.3711524,0.075642705,0.2,0.1333333333333333
275,gamma,smartseq2,-5.478511,-0.005631761,0.0,0.1333333333333333
276,gamma,smartseq2,-5.3725257,-0.15216878,0.2,0.2
277,gamma,smartseq2,-5.6408124,0.035776652,0.2,0.0666666666666666
278,gamma,smartseq2,-5.400281,0.047325715,0.0,0.1333333333333333
279,gamma,smartseq2,-5.509615,0.16825587,0.2,0.1333333333333333
280,gamma,smartseq2,-5.433396,0.16552322,0.2,0.2666666666666666
281,gamma,smartseq2,-5.4206533,0.013139679,0.0,0.2
282,gamma,smartseq2,-5.644705,0.39117134,0.0,0.0
283,gamma,smartseq2,-5.4668393,-0.08982516,0.0,0.1333333333333333
284,gamma,smartseq2,-5.8174877,0.16941454,0.4,0.2
285,gamma,smartseq2,-5.40049,0.074669704,0.2,0.1333333333333333
286,gamma,smartseq2,-5.3885427,0.10362672,0.2,0.2
287,gamma,smartseq2,-5.564649,-0.13161488,0.0,0.2
288,gamma,smartseq2,-5.482368,0.21446891,0.0,0.2
289,gamma,smartseq2,-5.5128837,0.112883925,0.2,0.2666666666666666
290,gamma,smartseq2,-5.642662,0.111511625,0.0,0.2
291,gamma,smartseq2,-5.600359,0.014657056,0.0,0.0
292,gamma,smartseq2,-5.4274826,-0.10651946,0.0,0.1333333333333333
293,gamma,smartseq2,-5.5301595,0.08936245,0.0,0.1333333333333333
294,gamma,smartseq2,-5.538632,0.07624397,0.0,0.0666666666666666
295,gamma,smartseq2,-5.3745933,-0.1025652,0.2,0.2
296,gamma,smartseq2,-5.6653447,0.20715925,0.0,0.0666666666666666
297,gamma,smartseq2,-5.5442915,0.054285668,0.0,0.2
298,gamma,smartseq2,-5.559614,0.064810075,0.0,0.1333333333333333
299,gamma,smartseq2,-5.509145,0.030457024,0.0,0.2666666666666666
300,gamma,smartseq2,-5.566162,0.20754617,0.0,0.2
301,gamma,smartseq2,-5.5823064,0.06915717,0.0,0.0666666666666666
302,gamma,smartseq2,-5.4814777,0.2543672,0.0,0.1333333333333333
303,gamma,smartseq2,-5.544536,0.13077052,0.2,0.1333333333333333
304,gamma,smartseq2,-5.583202,0.14607923,0.0,0.0
305,gamma,smartseq2,-5.6997013,0.16343461,0.0,0.0666666666666666
306,gamma,smartseq2,-5.507371,0.036560684,0.0,0.2
307,gamma,smartseq2,-5.480351,0.11654362,0.2,0.2666666666666666
308,gamma,smartseq2,-5.4653783,0.05867616,0.0,0.2
309,gamma,smartseq2,-5.516285,0.29635435,0.0,0.0666666666666666
310,gamma,smartseq2,-5.710032,0.24057275,0.2,0.2
311,gamma,smartseq2,-5.5432844,0.16114695,0.0,0.0666666666666666
312,gamma,smartseq2,-5.466587,8.49282,0.0,0.0
313,gamma,smartseq2,-5.477321,-0.059569065,0.0,0.1333333333333333
314,gamma,smartseq2,-5.614745,0.20306738,0.0,0.1333333333333333
315,gamma,smartseq2,-5.4783792,0.039498646,0.0,0.0666666666666666
316,gamma,smartseq2,-5.4922357,0.0060692593,0.0,0.1333333333333333
317,gamma,smartseq2,-5.4768167,0.0945512,0.2,0.2666666666666666
318,gamma,smartseq2,-5.5232415,0.19848683,0.0,0.1333333333333333
319,gamma,smartseq2,-5.410852,0.11306086,0.4,0.2
320,gamma,smartseq2,-5.553895,0.21684201,0.0,0.2
321,gamma,smartseq2,-5.553886,0.091805644,0.0,0.0666666666666666
322,gamma,smartseq2,-5.5575366,0.060764685,0.0,0.1333333333333333
323,acinar,celseq2,12.022365,-2.4780185,0.4,0.1333333333333333
324,acinar,celseq2,9.016085,6.290278,0.0,0.0
325,acinar,celseq2,12.420195,-2.6797554,0.0,0.0
326,acinar,celseq2,12.107795,-2.1597805,0.2,0.2
327,acinar,celseq2,11.869036,-2.2557108,0.0,0.1333333333333333
328,acinar,celseq2,11.821662,-1.7059113,0.2,0.2666666666666666
329,acinar,celseq2,11.651565,-2.2090037,0.0,0.0
330,acinar,celseq2,12.026766,-1.8195636,0.2,0.2
331,acinar,celseq2,11.020204,-3.656914,0.0,0.0666666666666666
332,acinar,celseq2,11.879736,-2.1568613,0.0,0.2666666666666666
333,acinar,celseq2,10.94877,-2.7337775,0.0,0.0
334,acinar,celseq2,11.94065,-2.4358125,0.2,0.1333333333333333
335,acinar,celseq2,10.968687,-3.758751,0.4,0.2
336,acinar,celseq2,11.240608,-3.2351902,0.0,0.0666666666666666
337,acinar,celseq2,11.852544,-2.3281138,0.0,0.1333333333333333
338,acinar,celseq2,12.4018345,-2.323454,0.4,0.2666666666666666
339,acinar,celseq2,11.724042,-1.9486653,0.0,0.0
340,acinar,celseq2,11.857979,-2.6956143,0.0,0.0
341,acinar,celseq2,12.0094185,-2.2326674,0.0,0.1333333333333333
342,acinar,celseq2,11.462139,-1.9285091,0.0,0.1333333333333333
343,acinar,celseq2,12.559302,-2.4345868,0.0,0.2666666666666666
344,acinar,celseq2,11.3456135,-3.7029116,0.0,0.0
345,acinar,celseq2,11.703634,-1.9470888,0.0,0.1333333333333333
346,acinar,celseq2,12.139613,-3.9921002,0.2,0.2
347,acinar,celseq2,11.8355255,-1.8292446,0.0,0.2
348,acinar,celseq2,11.772249,-2.7614667,0.0,0.0666666666666666
349,acinar,celseq2,11.76436,-2.1501684,0.0,0.0666666666666666
350,acinar,celseq2,12.167257,-2.3152716,0.2,0.2
351,acinar,celseq2,10.860222,-3.5675635,0.0,0.1333333333333333
352,acinar,celseq2,11.4087,-2.0643318,0.0,0.0666666666666666
353,acinar,celseq2,11.74655,-2.083085,0.0,0.1333333333333333
354,acinar,celseq2,11.686902,-1.9098336,0.2,0.2
355,acinar,celseq2,11.596538,-1.6667912,0.2,0.2
356,acinar,celseq2,11.9566765,-2.3429887,0.0,0.2666666666666666
357,acinar,celseq2,11.456347,-1.9512482,0.0,0.2666666666666666
358,acinar,celseq2,11.118152,-3.9285097,0.2,0.1333333333333333
359,acinar,celseq2,11.253135,-3.0927794,0.4,0.1333333333333333
360,acinar,celseq2,10.881987,-2.8645082,0.2,0.2
361,acinar,celseq2,11.663578,-2.3184688,0.0,0.0
362,acinar,celseq2,9.519186,4.9724126,0.0,0.0
363,acinar,celseq2,12.170262,-2.606158,0.0,0.1333333333333333
364,acinar,celseq2,11.995781,-1.4376941,0.2,0.5333333333333333
365,acinar,celseq2,11.392272,-1.9809318,0.2,0.1333333333333333
366,acinar,celseq2,11.809833,-1.9891026,0.0,0.2666666666666666
367,acinar,celseq2,11.883345,-2.5053506,0.0,0.0
368,acinar,celseq2,11.662646,-1.8337598,0.0,0.0666666666666666
369,acinar,celseq2,12.187885,-2.1942372,0.2,0.2666666666666666
370,acinar,celseq2,12.16615,-2.6858778,0.2,0.1333333333333333
371,acinar,celseq2,10.90961,-3.6320832,0.0,0.0666666666666666
372,acinar,celseq2,11.473497,-1.96524,0.0,0.0666666666666666
373,acinar,celseq2,12.202146,-2.9743967,0.0,0.0
374,acinar,celseq2,10.938189,-3.5283866,0.0,0.2
375,acinar,celseq2,11.742348,-2.4365213,0.0,0.0
376,acinar,celseq2,11.779115,-1.9796554,0.0,0.1333333333333333
377,acinar,celseq2,11.668281,-2.2325232,0.0,0.0666666666666666
378,acinar,celseq2,11.696061,-2.321198,0.0,0.0
379,acinar,celseq2,11.506599,-3.0237737,0.0,0.0
380,acinar,celseq2,-3.7023597,7.457975,0.2,0.1333333333333333
381,acinar,celseq2,-3.8486722,7.4965205,0.0,0.0
382,acinar,celseq2,11.278967,-2.340422,0.0,0.0666666666666666
383,acinar,celseq2,11.729773,-2.0427344,0.0,0.0
384,acinar,celseq2,12.103336,-2.245222,0.0,0.1333333333333333
385,acinar,celseq2,11.758669,-2.485275,0.0,0.0
386,acinar,celseq2,11.836277,-2.1511352,0.0,0.0666666666666666
387,acinar,celseq2,12.208611,-2.6446626,0.0,0.1333333333333333
388,acinar,celseq2,11.789397,-2.2448206,0.2,0.2
389,acinar,celseq2,11.480366,-1.8834714,0.0,0.2
390,acinar,celseq2,11.282714,-3.1294804,0.4,0.2
391,acinar,celseq2,12.275212,-2.5004642,0.0,0.1333333333333333
392,acinar,celseq2,11.877088,-1.7895467,0.6,0.4
