reference_index,celltype,tech,x,y
71,acinar,celseq,11.423581,-2.228066
72,acinar,celseq,12.232849,-2.4726627
73,acinar,celseq,11.905803,-2.3442788
74,acinar,celseq,12.225317,-2.6457887
75,acinar,celseq,11.629795,-2.006438
76,acinar,celseq,12.205594,-2.4214332
77,acinar,celseq,12.827579,-3.842457
78,acinar,celseq,12.333168,-2.6052914
79,acinar,celseq,12.098451,-2.2916842
80,acinar,celseq,10.623467,-3.751279
81,acinar,celseq,12.41408,-2.6745224
82,acinar,celseq,12.510853,-2.129444
83,acinar,celseq,12.004919,-1.675244
84,acinar,celseq,12.496577,-2.4138498
85,acinar,celseq,12.222251,-2.3339803
86,acinar,celseq,11.662167,-2.6182723
87,acinar,celseq,11.0764475,-2.9325492
88,acinar,celseq,11.108118,-2.9703536
89,acinar,celseq,12.09233,-2.257762
90,acinar,celseq,12.364698,-2.7665322
91,acinar,celseq,10.76787,-3.6410358
92,acinar,celseq,12.588266,-2.9964125
93,acinar,celseq,10.665964,-3.7405674
94,acinar,celseq,12.381352,-2.4521093
95,acinar,celseq,12.397601,-2.41186
96,acinar,celseq,12.485057,-2.4656782
97,acinar,celseq,10.6864195,-3.7149737
98,acinar,celseq,12.006501,-2.16751
99,acinar,celseq,12.301665,-2.5677962
100,acinar,celseq,12.531861,-2.5173225
101,acinar,celseq,11.964373,-3.589531
102,acinar,celseq,11.586748,-2.087454
103,acinar,celseq,12.433916,-2.383588
104,acinar,celseq,11.346024,-2.3474042
105,acinar,celseq,10.7323065,-3.6674824
106,acinar,celseq,10.976615,-3.5968497
107,acinar,celseq,12.235058,-2.065729
108,acinar,celseq,11.992177,-2.3038151
109,acinar,celseq,11.900091,-3.0983186
110,acinar,celseq,11.979297,-2.2411516
111,acinar,celseq,10.880203,-2.6844683
112,acinar,celseq,10.915194,-2.7305863
113,acinar,celseq,10.772974,-3.476982
114,acinar,celseq,12.342471,-2.8435273
115,acinar,celseq,11.949195,-2.211122
116,acinar,celseq,12.452974,-2.4779716
117,acinar,celseq,10.630024,-3.7060769
118,acinar,celseq,11.873092,-2.0338643
119,acinar,celseq,12.7270975,-3.1769
120,acinar,celseq,12.042393,-2.1590805
121,acinar,celseq,11.358163,-2.2861235
122,acinar,celseq,12.520469,-2.3720357
123,acinar,celseq,12.561446,-2.6161416
124,acinar,celseq,12.129841,-2.4223769
125,acinar,celseq,11.983517,-2.2820299
126,acinar,celseq,10.617093,-3.7425632
127,acinar,celseq,12.533389,-2.4648886
128,acinar,celseq,11.305755,-2.1579287
129,acinar,celseq,10.635097,-3.7305422
130,acinar,celseq,11.430843,-2.2538593
131,acinar,celseq,10.605055,-3.743541
132,acinar,celseq,12.481799,-3.1853843
133,acinar,celseq,12.11349,-3.8269236
134,acinar,celseq,11.12628,-2.7824156
135,acinar,celseq,12.353734,-2.786221
136,acinar,celseq,12.83209,-2.4917216
137,acinar,celseq,11.355358,-3.3916297
138,acinar,celseq,12.44117,-3.5706534
139,acinar,celseq,11.548978,-2.4038076
140,acinar,celseq,11.390812,-1.9860287
141,acinar,celseq,12.227959,-2.8998241
142,acinar,celseq,11.1274185,-4.0616612
143,acinar,celseq,9.842637,6.105482
144,acinar,celseq,12.312564,-2.8938146
145,acinar,celseq,10.622171,-3.7463334
146,acinar,celseq,10.773365,-3.7346795
147,acinar,celseq,12.2917185,-4.154814
148,acinar,celseq,10.933369,-3.117364
149,acinar,celseq,11.411371,-2.4332285
150,acinar,celseq,12.06004,-3.547282
151,acinar,celseq,9.744326,6.1544495
152,acinar,celseq,11.080238,-2.7091632
153,acinar,celseq,12.797159,-3.576556
154,acinar,celseq,13.089898,-2.7765105
155,acinar,celseq,11.423263,-2.3722851
156,acinar,celseq,12.160991,-3.6175508
157,acinar,celseq,12.231459,-3.1423788
158,acinar,celseq,12.32253,-2.824028
159,acinar,celseq,10.996146,-3.6148858
160,acinar,celseq,12.58457,-2.5600784
161,acinar,celseq,11.0683775,-2.492159
162,acinar,celseq,12.150158,-2.6883128
163,acinar,celseq,11.3324175,-2.507209
164,acinar,celseq,11.18883,-2.306795
165,acinar,celseq,12.429566,-2.7541611
166,acinar,celseq,12.309112,-3.10842
167,acinar,celseq,11.270131,-2.3674343
168,acinar,celseq,10.871342,-2.6046023
169,acinar,celseq,10.969949,-2.5078585
170,acinar,celseq,11.561548,-2.6657703
171,acinar,celseq,11.167411,-3.1090894
172,acinar,celseq,11.837773,-2.7433794
173,acinar,celseq,10.777057,-2.4359758
174,acinar,celseq,11.8506155,-2.5341866
175,acinar,celseq,11.684662,-2.037987
176,acinar,celseq,10.796764,-3.636166
177,acinar,celseq,11.312644,-2.1203895
178,acinar,celseq,11.186181,-2.302951
179,acinar,celseq,11.216914,-2.3084912
180,acinar,celseq,11.80761,-2.6774375
181,acinar,celseq,13.097143,-3.8277323
182,acinar,celseq,11.93807,-2.784868
183,acinar,celseq,11.22533,-2.2638316
184,acinar,celseq,11.087895,-2.7195876
185,acinar,celseq,11.221916,-2.429748
186,acinar,celseq,12.194604,-2.3787298
187,acinar,celseq,11.087924,-2.4467
188,acinar,celseq,11.084772,-2.3308003
189,acinar,celseq,11.287841,-2.2299867
190,acinar,celseq,11.765374,-1.8164418
191,acinar,celseq,11.215763,-2.340943
192,acinar,celseq,11.115403,-3.4957304
193,acinar,celseq,10.94156,-2.4749575
194,acinar,celseq,11.2446,-2.357322
195,acinar,celseq,11.990048,-2.6828713
196,acinar,celseq,11.335756,-2.0777822
197,acinar,celseq,11.267066,-2.738023
198,acinar,celseq,12.187015,-2.7592816
199,acinar,celseq,10.776087,-3.2069242
200,acinar,celseq,11.176072,-2.316622
201,acinar,celseq,11.510786,-1.9984001
202,acinar,celseq,11.099294,-2.4551132
203,acinar,celseq,11.155155,-2.3445911
204,acinar,celseq,11.165649,-2.3112543
205,acinar,celseq,11.118147,-2.396013
206,acinar,celseq,11.283553,-2.3651721
207,acinar,celseq,11.574651,-2.0900688
208,acinar,celseq,11.382042,-2.3306293
209,acinar,celseq,11.193083,-2.513804
210,acinar,celseq,11.527557,-2.42752
211,acinar,celseq,11.038922,-2.485385
212,acinar,celseq,11.136677,-2.3211737
213,acinar,celseq,11.457272,-2.6984634
214,acinar,celseq,11.348252,-2.4935136
215,acinar,celseq,11.385003,-2.3328118
216,acinar,celseq,10.84392,-2.7067773
217,acinar,celseq,11.930954,-2.8016899
218,acinar,celseq,11.2893505,-2.3268225
219,acinar,celseq,10.731078,-2.4045832
220,acinar,celseq,10.82245,-2.590656
221,acinar,celseq,11.177343,-2.3216043
222,acinar,celseq,11.443592,-2.343399
223,acinar,celseq,10.838976,-2.7187908
224,acinar,celseq,10.734884,-2.411431
225,acinar,celseq,11.1686125,-2.3229926
226,acinar,celseq,11.203595,-2.2823238
227,acinar,celseq,10.743139,-2.40472
228,acinar,celseq,11.202664,-2.4427104
229,acinar,celseq,11.017884,-2.419493
230,acinar,celseq,11.207532,-2.3278904
231,acinar,celseq,12.453815,-2.740809
232,acinar,celseq,11.957735,-2.5785818
233,acinar,celseq,11.857128,-3.0229888
234,acinar,celseq,11.788393,-2.671369
235,acinar,celseq,11.22496,-2.3259337
236,acinar,celseq,11.993534,-2.405664
237,acinar,celseq,11.914443,-3.0145304
238,acinar,celseq,11.465299,-2.0406668
239,acinar,celseq,11.674432,-1.9257305
240,acinar,celseq,11.488767,-1.9381213
241,acinar,celseq,11.642443,-1.85408
242,acinar,celseq,12.615343,-2.55496
243,acinar,celseq,12.576137,-1.8519089
244,acinar,celseq,11.91017,-3.5186827
245,acinar,celseq,10.986065,-3.0000677
246,acinar,celseq,11.701632,-1.7869139
247,acinar,celseq,11.606982,-1.7561274
248,acinar,celseq,11.626963,-1.8356135
249,acinar,celseq,12.66861,-2.354418
250,acinar,celseq,11.851954,-1.6070648
251,acinar,celseq,11.518976,-2.1088033
252,acinar,celseq,5.4542685,6.4246063
253,acinar,celseq,11.418367,-2.3680265
254,acinar,celseq,11.420011,-1.937273
255,acinar,celseq,11.696121,-1.8055468
256,acinar,celseq,11.475723,-1.9245365
257,acinar,celseq,12.389759,-2.4754975
258,acinar,celseq,11.450931,-1.8461852
259,acinar,celseq,10.870953,-3.0138218
260,acinar,celseq,11.93114,-1.9052188
261,acinar,celseq,11.688518,-1.9797827
262,acinar,celseq,11.91452,-1.8561178
263,acinar,celseq,11.926899,-1.7490174
264,acinar,fluidigmc1,11.388828,-2.0109148
265,acinar,fluidigmc1,12.429733,-2.6894135
266,acinar,fluidigmc1,11.393498,-2.2256234
267,acinar,fluidigmc1,11.364543,-2.0145874
268,acinar,fluidigmc1,10.932142,-2.4529757
269,acinar,fluidigmc1,11.880374,-2.6182947
270,acinar,fluidigmc1,10.806841,-3.204569
271,acinar,fluidigmc1,11.078942,-2.3470016
272,acinar,fluidigmc1,11.689263,-1.7554122
273,acinar,fluidigmc1,11.963965,-3.1551843
274,acinar,fluidigmc1,11.96034,-2.8666444
275,acinar,fluidigmc1,11.364632,-3.5547483
276,acinar,fluidigmc1,4.7974405,-3.9475226
277,acinar,fluidigmc1,13.615291,-3.4268513
278,acinar,fluidigmc1,11.877607,-3.2282255
279,acinar,fluidigmc1,12.441515,-2.6118891
280,acinar,fluidigmc1,13.200378,-3.7744179
281,acinar,fluidigmc1,13.372935,-3.6141942
282,acinar,fluidigmc1,12.115057,-3.0684505
283,acinar,fluidigmc1,11.430225,-3.4009604
284,acinar,fluidigmc1,11.351634,-3.355021
285,alpha,celseq,-4.2236466,7.992075
286,alpha,celseq,-5.028863,7.805455
287,alpha,celseq,11.798737,-2.4334583
288,alpha,celseq,9.056787,5.325355
289,alpha,celseq,-4.144086,7.368516
290,alpha,celseq,-4.0428805,9.2342825
291,alpha,celseq,-5.562063,7.3721704
292,alpha,celseq,-1.6688001,8.77198
293,alpha,celseq,9.198307,4.8220944
294,alpha,celseq,-5.14899,7.7285185
295,alpha,celseq,11.838426,-2.396289
296,alpha,celseq,-5.4133377,7.6247244
297,alpha,celseq,-5.310054,6.7123084
298,alpha,celseq,-5.6131306,7.354927
299,alpha,celseq,4.6504664,-3.3977196
300,alpha,celseq,-5.7438917,7.6839795
301,alpha,celseq,-4.6631603,8.17822
302,alpha,celseq,-4.553259,7.1667895
303,alpha,celseq,-4.2426915,8.026865
304,alpha,celseq,-4.840016,8.11527
305,alpha,celseq,-2.9998012,8.383358
306,alpha,celseq,-3.4984305,7.076319
307,alpha,celseq,-4.639167,8.251193
308,alpha,celseq,-4.6913543,8.453273
309,alpha,celseq,-4.24369,8.44011
310,alpha,celseq,-3.540477,8.119704
311,alpha,celseq,-3.4060519,6.0914555
312,alpha,celseq,-3.8963335,5.7567887
313,alpha,celseq,-4.696287,8.158636
314,alpha,celseq,-3.5332913,5.724551
315,alpha,celseq,-4.4351044,8.888591
316,alpha,celseq,-3.190652,8.119031
317,alpha,celseq,-4.859974,8.396728
318,alpha,celseq,-5.0538454,7.4452815
319,alpha,celseq,-4.672644,7.294926
320,alpha,celseq,-4.6169977,8.43002
321,alpha,celseq,-5.895122,7.1946225
322,alpha,celseq,-5.9758654,7.6202493
323,alpha,celseq,-3.827586,9.176697
324,alpha,celseq,-3.7656472,5.7456856
325,alpha,celseq,-5.336529,8.344552
326,alpha,celseq,-3.632637,6.267744
327,alpha,celseq,-5.645448,7.7545485
328,alpha,celseq,-2.7671275,6.624879
329,alpha,celseq,-2.5330448,6.3578463
330,alpha,celseq,-4.391397,8.153647
331,alpha,celseq,-5.126288,8.361695
332,alpha,celseq,-3.2476947,8.167871
333,alpha,celseq,-4.659839,8.410303
334,alpha,celseq,-5.7063346,7.631783
335,alpha,celseq,-2.1948445,6.2781672
336,alpha,celseq,-5.1699476,7.434804
337,alpha,celseq,-3.3062527,8.367874
338,alpha,celseq,-4.953507,7.0092697
339,alpha,celseq,-5.60144,7.5015264
340,alpha,celseq,-3.2700882,7.9584894
341,alpha,celseq,-3.9083233,7.74672
342,alpha,celseq,-5.40474,8.100653
343,alpha,celseq,-4.7777157,5.9380345
344,alpha,celseq,-5.082637,7.1169233
345,alpha,celseq,-4.821935,8.129953
346,alpha,celseq,-4.952111,8.24069
347,alpha,celseq,-5.9954414,7.5165033
348,alpha,celseq,-5.5701547,7.084091
349,alpha,celseq,-4.4003987,8.040982
350,alpha,celseq,-4.660535,8.219472
351,alpha,celseq,-5.283693,8.686706
352,alpha,celseq,-4.404192,8.076385
353,alpha,celseq,-5.166565,7.4615636
354,alpha,celseq,-3.2916436,8.293763
355,alpha,celseq,-5.804392,8.04063
356,alpha,celseq,-5.60949,7.861893
357,alpha,celseq,-4.076167,7.9979525
358,alpha,celseq,-4.609297,8.380248
359,alpha,celseq,-3.2086983,6.4203873
360,alpha,celseq,-5.7615266,7.209428
361,alpha,celseq,-3.7675111,8.715361
362,alpha,celseq,-2.5243976,7.1579247
363,alpha,celseq,-4.8494277,8.468369
364,alpha,celseq,-4.4375944,8.802687
365,alpha,celseq,-5.5588765,7.605489
366,alpha,celseq,-5.43783,8.546687
367,alpha,celseq,-4.2943363,7.747056
368,alpha,celseq,-4.523642,8.75241
369,alpha,celseq,-5.113836,8.161947
370,alpha,celseq,-4.4743843,8.646447
371,alpha,celseq,-4.216373,8.133159
372,alpha,celseq,-3.9771752,7.9636927
373,alpha,celseq,-4.283415,8.365778
374,alpha,celseq,-3.881516,9.227681
375,alpha,celseq,-5.682435,7.1331635
376,alpha,celseq,-4.318822,8.830555
377,alpha,celseq,-4.3423066,5.4333553
378,alpha,celseq,-5.6321225,7.361077
379,alpha,celseq,-4.913348,8.708721
380,alpha,celseq,-5.812552,7.5418916
381,alpha,celseq,-4.474512,8.5904
382,alpha,celseq,-5.752428,7.1890726
383,alpha,celseq,-4.3835807,8.452087
384,alpha,celseq,-4.440317,9.066255
385,alpha,celseq,-4.628347,8.5136595
386,alpha,celseq,-4.851722,7.6643434
387,alpha,celseq,-5.692661,7.257632
388,alpha,celseq,-4.76905,6.3434496
389,alpha,celseq,-4.7407584,6.6989207
390,alpha,celseq,-4.507155,5.769684
391,alpha,celseq,-2.805837,7.7798047
392,alpha,celseq,-5.2082863,8.364018
393,alpha,celseq,-4.493893,8.869151
394,alpha,celseq,9.48453,0.36546525
395,alpha,celseq,-5.5435452,8.079689
396,alpha,celseq,-3.8150108,7.3656373
397,alpha,celseq,-4.3147917,8.019318
398,alpha,celseq,-3.7745967,7.4284225
399,alpha,celseq,-3.8943717,7.4381065
400,alpha,celseq,-5.577049,0.6760867
401,alpha,celseq,-3.861266,7.492981
402,alpha,celseq,-3.9375324,7.4026427
403,alpha,celseq,-4.3507824,7.782506
404,alpha,celseq,-3.6222398,6.320208
405,alpha,celseq,9.664774,0.2326404
406,alpha,celseq,-3.737006,7.3492675
407,alpha,celseq,-3.7602766,7.3689437
408,alpha,celseq,-4.2890935,8.070318
409,alpha,celseq,-3.838789,7.373816
410,alpha,celseq,-3.9342656,7.4978676
411,alpha,celseq,-5.1871977,7.850486
412,alpha,celseq,-5.7096114,7.865499
413,alpha,celseq,-3.91625,9.0176115
414,alpha,celseq,-4.3231206,7.9603896
415,alpha,celseq,-3.919486,7.336613
416,alpha,celseq,-3.3988707,6.8060074
417,alpha,celseq,-3.7575185,7.4299026
418,alpha,celseq,9.1817465,3.1938138
419,alpha,celseq,-4.267927,8.118956
420,alpha,celseq,-4.9351587,8.071508
421,alpha,celseq,-4.250419,8.464112
422,alpha,celseq,-4.3489485,7.7744126
423,alpha,celseq,-3.601485,6.4586835
424,alpha,celseq,-4.1043897,7.644256
425,alpha,celseq,-5.0155787,7.300221
426,alpha,celseq,-4.6509094,7.1600027
427,alpha,celseq,-4.391122,7.2957487
428,alpha,celseq,-4.7057595,7.2427945
429,alpha,celseq,-4.9146,6.91289
430,alpha,celseq,4.5248723,-3.5335016
431,alpha,celseq,-5.326117,7.3916144
432,alpha,celseq,-4.3512516,7.2830844
433,alpha,celseq,-1.8584269,5.798225
434,alpha,celseq,-5.3863845,7.621447
435,alpha,celseq,-4.0135736,7.6767225
436,alpha,celseq,-4.136014,7.6140585
437,alpha,celseq,-4.8338695,7.105742
438,alpha,celseq,-5.1211658,6.881645
439,alpha,celseq,-3.7880154,7.5413513
440,alpha,celseq,-4.555593,7.2295766
441,alpha,celseq,-5.052809,6.963065
442,alpha,celseq,-4.842204,7.1460943
443,alpha,celseq,-4.744886,7.41321
444,alpha,celseq,-4.1210227,7.5887322
445,alpha,celseq,-4.573762,7.0335183
446,alpha,celseq,-4.8241625,7.059078
447,alpha,celseq,-4.334684,7.2591395
448,alpha,celseq,-4.5736,7.2054534
449,alpha,celseq,-4.816826,6.958374
450,alpha,celseq,-4.1466346,7.4422326
451,alpha,celseq,-4.048182,7.5718417
452,alpha,celseq,-4.833731,7.2526197
453,alpha,celseq,-4.429545,7.399778
454,alpha,celseq,-4.6618953,7.2382836
455,alpha,celseq,-4.82855,6.6610966
456,alpha,celseq,-5.3462763,7.2528205
457,alpha,celseq,-5.217585,6.826525
458,alpha,celseq,-5.121957,7.099264
459,alpha,celseq,-5.2225556,7.089769
460,alpha,celseq,-5.0852118,6.9916954
461,alpha,celseq,-4.852884,6.9042068
462,alpha,celseq,-4.686188,7.7683625
463,alpha,celseq,-4.119723,7.4941087
464,alpha,celseq,-4.195492,7.5072618
465,alpha,celseq,-5.4755177,7.259604
466,alpha,celseq,-4.182306,7.5716276
467,alpha,celseq,-3.8280838,6.873639
468,alpha,celseq,-5.015818,7.70145
469,alpha,celseq,-5.213687,7.5338383
470,alpha,celseq,-5.1439066,7.526904
471,alpha,celseq,-5.2835007,7.083466
472,alpha,celseq,-4.8766255,7.032378
473,alpha,celseq,-4.926172,7.244862
474,alpha,celseq,-4.3774343,6.891484
475,alpha,celseq,-4.1243663,7.201139
476,alpha,fluidigmc1,-3.6753237,7.246908
477,alpha,fluidigmc1,-3.597231,7.8750772
478,alpha,fluidigmc1,-3.8239846,6.6316624
479,alpha,fluidigmc1,-2.0256562,5.2925396
480,alpha,fluidigmc1,-4.245533,9.192579
481,alpha,fluidigmc1,-3.9246104,7.2724767
482,alpha,fluidigmc1,-4.7905684,6.055459
483,alpha,fluidigmc1,-3.714463,5.506245
484,alpha,fluidigmc1,-5.528434,7.767307
485,alpha,fluidigmc1,-4.055152,7.8885884
486,alpha,fluidigmc1,-4.140873,9.057101
487,alpha,fluidigmc1,-3.3982437,6.7490845
488,alpha,fluidigmc1,-6.0241866,8.453393
489,alpha,fluidigmc1,-5.046437,8.985203
490,alpha,fluidigmc1,-2.8236825,7.954961
491,alpha,fluidigmc1,-3.991809,6.7451677
492,alpha,fluidigmc1,-3.16792,7.4037704
493,alpha,fluidigmc1,7.657498,5.0023985
494,alpha,fluidigmc1,-3.040048,5.3952727
495,alpha,fluidigmc1,-2.676251,7.00092
496,alpha,fluidigmc1,-6.002621,7.4554996
497,alpha,fluidigmc1,-2.1253211,8.041213
498,alpha,fluidigmc1,-3.626499,6.5851088
499,alpha,fluidigmc1,-4.0118713,7.9294677
500,alpha,fluidigmc1,-2.0241702,8.298923
501,alpha,fluidigmc1,-3.7235088,6.156649
502,alpha,fluidigmc1,-3.9591427,7.932015
503,alpha,fluidigmc1,-4.059918,6.5597525
504,alpha,fluidigmc1,-4.4907336,-7.2410955
505,alpha,fluidigmc1,-4.028071,9.065772
506,alpha,fluidigmc1,-4.6407957,9.2420635
507,alpha,fluidigmc1,-4.854648,5.9845223
508,alpha,fluidigmc1,-4.7228293,5.9965425
509,alpha,fluidigmc1,-3.8302252,6.5781183
510,alpha,fluidigmc1,-5.0151706,8.096095
511,alpha,fluidigmc1,-2.3553152,6.311643
512,alpha,fluidigmc1,-4.420534,5.906244
513,alpha,fluidigmc1,-3.9788814,6.4986153
514,alpha,fluidigmc1,-5.1641517,7.7106314
515,alpha,fluidigmc1,-4.3101864,8.012971
516,alpha,fluidigmc1,-2.3546581,5.661724
517,alpha,fluidigmc1,-3.5550041,8.032318
518,alpha,fluidigmc1,-3.002677,7.631306
519,alpha,fluidigmc1,-3.122904,6.4159703
520,alpha,fluidigmc1,-1.6031436,6.9228272
521,alpha,fluidigmc1,-5.690231,7.746275
522,alpha,fluidigmc1,-3.2061682,7.220617
523,alpha,fluidigmc1,-5.3002505,7.8359523
524,alpha,fluidigmc1,-5.2387238,8.600683
525,alpha,fluidigmc1,-3.3797367,9.153191
526,alpha,fluidigmc1,-3.9367988,7.1162786
527,alpha,fluidigmc1,-3.1031117,6.628306
528,alpha,fluidigmc1,-3.0573094,7.6128883
529,alpha,fluidigmc1,-2.190214,6.503307
530,alpha,fluidigmc1,-4.0412445,8.853226
531,alpha,fluidigmc1,-4.911883,6.5818334
532,alpha,fluidigmc1,-4.950301,6.0432534
533,alpha,fluidigmc1,-5.366124,7.6535335
534,alpha,fluidigmc1,-4.0224724,7.652811
535,alpha,fluidigmc1,-4.1243525,6.7323017
536,alpha,fluidigmc1,-4.3830705,6.4695253
537,alpha,fluidigmc1,-4.3882065,9.263682
538,alpha,fluidigmc1,-4.977547,8.71701
539,alpha,fluidigmc1,-3.3009796,7.332577
540,alpha,fluidigmc1,-2.4210985,6.2738376
541,alpha,fluidigmc1,-2.2540126,5.7466583
542,alpha,fluidigmc1,-5.215053,5.6583853
543,alpha,fluidigmc1,-2.5772994,5.2396393
544,alpha,fluidigmc1,-4.5183253,4.8316135
545,alpha,fluidigmc1,-4.017335,5.525415
546,alpha,fluidigmc1,-3.0319293,5.569748
547,alpha,fluidigmc1,-4.791819,6.609325
548,alpha,fluidigmc1,-4.377779,5.7838235
549,alpha,fluidigmc1,-5.0116973,6.153095
550,alpha,fluidigmc1,-4.579895,7.022429
551,alpha,fluidigmc1,-5.2975855,6.2281547
552,alpha,fluidigmc1,-3.834493,7.7620344
553,alpha,fluidigmc1,-3.7886477,7.327957
554,alpha,fluidigmc1,-5.2932973,6.6112013
555,alpha,fluidigmc1,-4.3003197,7.041457
556,alpha,fluidigmc1,-5.170387,6.1167717
557,alpha,fluidigmc1,-5.028919,6.030387
558,alpha,fluidigmc1,-4.069385,6.073654
559,alpha,fluidigmc1,-5.16646,6.0888233
560,alpha,fluidigmc1,-4.9555917,6.0795484
561,alpha,fluidigmc1,-5.1746435,6.8133597
562,alpha,fluidigmc1,-5.1498837,6.2141666
563,alpha,fluidigmc1,-4.9653125,6.8973556
564,alpha,fluidigmc1,-3.8093576,5.7364464
565,alpha,fluidigmc1,-4.8865356,6.6996207
566,alpha,fluidigmc1,-4.812656,6.1757565
567,alpha,fluidigmc1,-3.726073,6.686382
568,alpha,fluidigmc1,-5.148277,6.7613716
569,alpha,fluidigmc1,-2.5349042,5.075679
570,alpha,fluidigmc1,-5.337126,5.961448
571,alpha,fluidigmc1,-3.930027,6.294865
572,alpha,fluidigmc1,-5.071125,5.8501287
573,alpha,fluidigmc1,-4.2827907,6.3133965
574,alpha,fluidigmc1,-3.9515305,8.646158
575,alpha,fluidigmc1,-4.8797827,7.3412085
576,alpha,fluidigmc1,-5.01406,6.289711
577,alpha,fluidigmc1,-3.45721,7.807829
578,alpha,fluidigmc1,-5.094531,6.4201665
579,alpha,fluidigmc1,-3.2235336,6.6438093
580,alpha,fluidigmc1,-2.3137991,7.0861897
581,alpha,fluidigmc1,-4.412135,4.420638
582,alpha,fluidigmc1,-4.3648925,8.101181
583,alpha,fluidigmc1,-5.7265644,7.3892074
584,alpha,fluidigmc1,-5.081741,8.11298
585,alpha,fluidigmc1,-4.2296557,5.788994
586,alpha,fluidigmc1,-3.0810115,5.918751
587,alpha,fluidigmc1,-5.1717677,8.409395
588,alpha,fluidigmc1,-5.1166115,6.2318187
589,alpha,fluidigmc1,-5.416426,5.7447534
590,alpha,fluidigmc1,-4.864601,6.6766367
591,alpha,fluidigmc1,-2.9980335,6.355421
592,alpha,fluidigmc1,-5.1470227,6.3903747
593,alpha,fluidigmc1,-5.565899,7.8321776
594,alpha,fluidigmc1,-5.3507333,5.645587
595,alpha,fluidigmc1,-4.196103,5.3730154
596,alpha,fluidigmc1,-5.213298,5.6398497
597,alpha,fluidigmc1,-2.8561559,5.176547
598,alpha,fluidigmc1,-5.609343,7.0506454
599,alpha,fluidigmc1,-5.2736144,5.9531255
600,alpha,fluidigmc1,-5.38501,5.7428493
601,alpha,fluidigmc1,-5.991831,7.6244535
602,alpha,fluidigmc1,-3.8027823,5.8168993
603,alpha,fluidigmc1,-3.7830431,6.0404196
604,alpha,fluidigmc1,-3.780832,6.3168397
